,0,1,2,3,4
0,0.5730789908947698,0.5891195375298639,0.48336731441423597,0.8163343544024118,1.692588831982198
1,0.620922099589348,0.02298193332020637,0.4552084014343398,0.5543857271153465,1.0866607995633832
2,0.3687798951044773,0.5600761814925946,0.7860259457834793,0.30890259461410696,1.239501510359027
3,0.26036793470948016,0.09430177375659665,0.147253190141848,0.9606290812718656,1.0141929091850388
4,0.9387734326362576,0.16394357485330902,0.5115470562620864,0.7171631429935514,1.6059302009283862
5,0.30279800251017974,0.7149301957605531,0.5302441334029661,0.180637590063782,1.1355058857569036
6,0.47656028228695524,0.05432234857495655,0.644494830118975,0.7419809557690035,1.1786805645859924
7,0.24428493804587403,0.39778134224119643,0.67196813680845,0.5462571449459174,1.1284507183620454
8,0.6973314572821376,0.8625844624569672,0.21815989526644186,0.6695180048729968,1.8326513183113495
9,0.06741061736102327,0.8350089260253172,0.5026230663360626,0.3106635504362625,1.1101677951454632
10,0.587839391973135,0.4341626836575253,0.5955129329920003,0.10116501265422917,1.1213609544387695
11,0.0851408403369841,0.1368616572074256,0.424861163141691,0.9474112768589698,0.9781820079742698
12,0.8463336576161743,0.26585016667128614,0.13892383021981236,0.35729753635089745,1.2379997868448653
13,0.9214466163342322,0.29961944843490285,0.44059771684192106,0.08292245654228803,1.2380156831724232
14,0.5895110405239082,0.5521705006476678,0.7568197218239319,0.6124544191473879,1.6245506380170145
15,0.304962214100557,0.5597898908729273,0.1851189955927912,0.554334494569092,1.1590235100808763
16,0.45236547810375505,0.21756375382034032,0.24675299329241318,0.43443769092242435,0.947250550635675
17,0.2536443692412098,0.15984351651854045,0.1694250628985482,0.43023927834424835,0.701045280538666
18,0.19861056062014548,0.5379872760396478,0.6205516342440508,0.7809603034764527,1.3479784150066054
19,0.26948426728409214,0.8377515355649771,0.18710187754176244,0.41005223305302363,1.2532854598401015
20,0.4405035430507849,0.5542373875515518,0.8096821365747862,0.4814403222420969,1.4239379956087603
21,0.13296638526599713,0.7529632538395922,0.940926660829832,0.23192615743783784,1.188403626188407
22,0.7313440021232499,0.4494779229491571,0.49270464221845456,0.18712058031053247,1.2838090200816372
23,0.5526785086083776,0.6712837772051885,0.16330914805514685,0.42239048805961854,1.364415645687958
24,0.9766491325056336,0.27167238631511825,0.8326625453416122,0.8854170923099831,1.9463697862436493
25,0.7047684287428281,0.3751184038674026,0.2522746614882688,0.7063516366016952,1.4824761893996805
26,0.9719840580073135,0.7792666415853907,0.22107729460500325,0.710680546586341,2.0321144933921764
27,0.385956375753463,0.4142257168964294,0.04086777660976926,0.8297085281480463,1.2554717201739458
28,0.6157611697162726,0.987838019271723,0.5242275113419161,0.719521689715259,1.9972655856583201
29,0.26983107589710553,0.48832512547784923,0.011344361368755052,0.8533208046447612,1.2217166209030905
30,0.7496087914555619,0.5561884913310224,0.67615235924525,0.8898330534234368,1.9320083858837598
31,0.4109610609866622,0.9629597442403282,0.26245906324342394,0.3817953699746349,1.4813650130137603
32,0.3563002294625065,0.31461773675952887,0.7693877037897416,0.5787429922231413,1.2122539842390347
33,0.9948721836640679,0.05142264249815087,0.11876549933894232,0.0820849828405712,0.9961391341919198
34,0.6393118347089555,0.9573835287346258,0.09770123372328898,0.3893157235445752,1.6257891423474353
